Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Sunrise_min,Sunset_min,Daytime
1,2010-05-30,91,61,76,12,59,66,0,11,420,1918, ,0,M,0.0,0.00,29.16,29.88,4.6,18,5.9,260,1158,898
1,2010-05-31,81,66,74,10,64,67,0,9,420,1919,TSRA RA BR,0,M,0.0,0.26,29.15,29.86,0.6,24,4.7,260,1159,899
1,2010-06-01,85,63,74,10,62,67,0,9,419,1920,BR HZ,0,M,0.0,0.00,29.10,29.84,5.1,19,6.0,259,1160,901
1,2010-06-02,77,57,67,3,61,64,0,2,419,1920,TSRA RA BR,0,M,0.0,1.02,29.00,29.71,3.6,34,8.7,259,1160,901
1,2010-06-03,71,56,64,0,46,55,1,0,418,1921, ,0,M,0.0,0.00,29.10,29.81,6.7,4,7.8,258,1161,903
1,2010-06-04,83,57,70,6,60,65,0,5,418,1922, ,0,M,0.0,0.00,29.00,29.73,7.8,22,9.8,258,1162,904
1,2010-06-05,79,60,70,5,65,67,0,5,417,1923,RA BR,0,M,0.0,0.15,28.95,29.66,5.0,23,7.8,257,1163,906
1,2010-06-06,76,55,66,0,55,59,0,1,417,1923,RA,0,M,0.0,  T,29.16,29.84,9.2,32,11.2,257,1163,906
1,2010-06-07,70,54,62,-4,49,55,3,0,417,1924, ,0,M,0.0,0.00,29.34,30.05,6.4,8,6.9,257,1164,907
1,2010-06-08,67,58,63,-3,57,59,2,0,417,1925,RA BR,0,M,0.0,0.45,29.22,29.97,8.8,13,10.1,257,1165,908
1,2010-06-09,83,65,74,8,56,63,0,9,416,1925,BR,0,M,0.0,0.00,29.13,29.84,10.2,28,10.8,256,1165,909
1,2010-06-10,77,58,68,1,54,60,0,3,416,1926, ,0,M,0.0,0.00,29.26,29.96,4.8,7,6.7,256,1166,910
1,2010-06-11,89,64,77,10,67,71,0,12,416,1926,TS RA,0,M,0.0,0.02,29.18,29.89,8.8,19,10.5,256,1166,910
1,2010-06-12,77,62,70,2,63,65,0,5,416,1927,TSRA RA BR,0,M,0.0,0.34,29.25,29.96,3.9,4,8.1,256,1167,911
1,2010-06-13,71,62,67,-1,62,64,0,2,416,1927,RA BR,0,M,0.0,0.25,29.26,29.98,3.5,9,5.0,256,1167,911
1,2010-06-14,70,60,65,-3,61,62,0,0,416,1928,RA BR,0,M,0.0,  T,29.23,29.94,6.2,4,6.6,256,1168,912
1,2010-06-15,79,60,70,2,66,67,0,5,416,1928,RA BR,0,M,0.0,0.59,29.16,29.89,2.2,19,5.5,256,1168,912
1,2010-06-16,82,63,73,4,61,65,0,8,416,1929, ,0,M,0.0,0.00,29.28,29.98,5.9,28,9.0,256,1169,913
1,2010-06-17,84,64,74,5,62,67,0,9,416,1929, ,0,M,0.0,0.00,29.30,30.01,5.8,14,7.5,256,1169,913
1,2010-06-18,90,67,79,9,66,69,0,14,416,1929,TSRA BR,0,M,0.0,0.87,29.18,29.92,6.8,21,10.4,256,1169,913
1,2010-06-19,85,66,76,6,61,66,0,11,416,1930, ,0,M,0.0,0.00,29.24,29.94,9.8,28,10.6,256,1170,914
1,2010-06-20,81,64,73,3,61,65,0,8,416,1930, ,0,M,0.0,  T,29.34,30.04,3.8,8,4.7,256,1170,914
1,2010-06-21,85,67,76,6,66,69,0,11,416,1930,TSRA BR,0,M,0.0,0.22,29.26,29.97,5.6,16,8.4,256,1170,914
1,2010-06-22,85,69,77,7,68,71,0,12,417,1931, ,0,M,0.0,0.00,29.28,29.98,5.9,23,6.9,257,1171,914
1,2010-06-23,87,69,78,8,70,71,0,13,417,1931,TS TSRA RA BR,0,M,0.0,0.87,29.16,29.89,10.2,22,11.5,257,1171,914
1,2010-06-24,84,65,75,4,60,65,0,10,417,1931, ,0,M,0.0,0.00,29.33,30.03,5.4,32,8.7,257,1171,914
1,2010-06-25,84,62,73,2,62,67,0,8,417,1931, ,0,M,0.0,0.00,29.28,30.00,6.4,20,7.3,257,1171,914
1,2010-06-26,87,69,78,7,66,70,0,13,418,1931,TS TSRA,0,M,0.0,0.85,29.10,29.83,1.0,11,6.7,258,1171,913
1,2010-06-27,85,72,79,8,70,73,0,14,418,1931, ,0,M,0.0,0.54,28.90,29.62,7.4,24,9.1,258,1171,913
1,2010-06-28,82,63,73,2,59,65,0,8,419,1931, ,0,M,0.0,0.00,29.08,29.76,9.4,31,11.3,259,1171,912
1,2010-06-29,75,59,67,-4,53,59,0,2,419,1931, ,0,M,0.0,0.00,29.41,30.09,6.2,4,7.5,259,1171,912
1,2010-06-30,75,56,66,-6,50,57,0,1,419,1931, ,0,M,0.0,0.00,29.54,30.25,3.7,4,6.0,259,1171,912
1,2010-07-01,77,55,66,-6,48,57,0,1,420,1931, ,0,M,0.0,0.00,29.59,30.33,5.0,9,5.5,260,1171,911
1,2010-07-02,83,59,71,-1,53,61,0,6,420,1931, ,0,M,0.0,0.00,29.47,30.20,7.9,19,8.1,260,1171,911
1,2010-07-03,87,60,74,2,56,63,0,9,421,1931, ,0,M,0.0,0.00,29.31,30.04,8.5,20,9.0,261,1171,910
1,2010-07-04,91,68,80,8,66,71,0,15,422,1930, ,0,M,0.0,0.00,29.20,29.91,10.2,22,10.5,262,1170,908
1,2010-07-05,91,78,85,13,64,71,0,20,422,1930, ,0,M,0.0,0.00,29.20,29.90,15.0,20,15.3,262,1170,908
1,2010-07-06,90,73,82,10,69,73,0,17,423,1930,TSRA RA,0,M,0.0,0.37,29.26,29.96,8.4,22,9.0,263,1170,907
1,2010-07-07,93,71,82,10,70,73,0,17,423,1930,BR,0,M,0.0,0.20,29.34,30.03,3.5,23,6.3,263,1170,907
1,2010-07-08,88,73,81,8,70,73,0,16,424,1929,TSRA RA BR,0,M,0.0,0.16,29.27,29.99,2.7,32,5.4,264,1169,905
1,2010-07-09,88,70,79,6,59,67,0,14,425,1929, ,0,M,0.0,  T,29.26,29.98,6.3,36,7.5,265,1169,904
1,2010-07-10,89,69,79,6,61,68,0,14,425,1929, ,0,M,0.0,0.00,29.23,29.95,6.3,28,8.0,265,1169,904
1,2010-07-11,85,66,76,3,63,67,0,11,426,1928,TSRA RA BR,0,M,0.0,0.79,29.08,29.81,5.6,23,7.8,266,1168,902
1,2010-07-12,84,65,75,2,65,68,0,10,427,1928,BR,0,M,0.0,  T,29.05,29.76,1.7,35,3.9,267,1168,901
1,2010-07-13,84,70,77,4,65,69,0,12,428,1927, ,0,M,0.0,0.17,29.18,29.87,5.4,10,6.1,268,1167,899
1,2010-07-14,90,70,80,7,71,74,0,15,428,1927,BR,0,M,0.0,0.00,29.25,29.96,9.2,17,10.1,268,1167,899
1,2010-07-15,90,71,81,7,69,73,0,16,429,1926, ,0,M,0.0,0.01,29.21,29.91,7.0,27,10.1,269,1166,897
1,2010-07-16,90,67,79,5,62,68,0,14,430,1925, ,0,M,0.0,0.00,29.23,29.95,7.4,25,8.1,270,1165,895
1,2010-07-17,93,71,82,8,63,70,0,17,431,1925, ,0,M,0.0,0.00,29.18,29.89,5.6,28,6.9,271,1165,894
1,2010-07-18,92,72,82,8,69,73,0,17,432,1924, ,0,M,0.0,0.01,29.10,29.82,7.0,25,9.7,272,1164,892
1,2010-07-19,84,69,77,3,66,70,0,12,433,1923,RA,0,M,0.0,0.01,29.18,29.89,2.3,24,4.9,273,1163,890
1,2010-07-20,86,68,77,3,68,70,0,12,433,1923, ,0,M,0.0,  T,29.21,29.92,5.4,23,7.2,273,1163,890
1,2010-07-21,91,72,82,8,65,70,0,17,434,1922, ,0,M,0.0,0.00,29.29,30.00,4.7,31,6.8,274,1162,888
1,2010-07-22,90,69,80,6,71,74,0,15,435,1921, ,0,M,0.0,0.01,29.16,29.89,10.8,20,11.9,275,1161,886
1,2010-07-23,94,70,82,8,71,74,0,17,436,1920,TS TSRA RA BR,0,M,0.0,2.79,29.15,29.85,11.2,24,11.8,276,1160,884
1,2010-07-24,87,69,78,4,71,73,0,13,437,1919,TSRA RA BR,0,M,0.0,3.64,29.16,29.86,2.6,28,8.9,277,1159,882
1,2010-07-25,81,66,74,0,59,65,0,9,438,1918, ,0,M,0.0,0.00,29.36,30.06,8.7,2,9.2,278,1158,880
1,2010-07-26,84,61,73,-1,62,67,0,8,439,1918, ,0,M,0.0,0.00,29.38,30.09,4.5,12,5.2,279,1158,879
1,2010-07-27,88,68,78,4,67,71,0,13,440,1917, ,0,M,0.0,0.00,29.28,30.01,5.6,21,6.4,280,1157,877
1,2010-07-28,88,73,81,7,71,74,0,16,441,1916,BR,0,M,0.0,0.00,29.24,29.94,6.8,28,9.3,281,1156,875
1,2010-07-29,82,67,75,1,58,65,0,10,442,1915, ,0,M,0.0,0.00,29.36,30.07,6.0,5,7.0,282,1155,873
1,2010-07-30,80,69,75,1,60,65,0,10,443,1914,RA,0,M,0.0,  T,29.25,29.98,5.5,17,6.1,283,1154,871
1,2010-07-31,80,65,73,-1,64,67,0,8,444,1913,TS TSRA RA BR,0,M,0.0,0.68,29.14,29.86,3.6,13,5.8,284,1153,869
1,2010-08-01,86,65,76,3,65,68,0,11,445,1911,BR HZ,0,M,0.0,0.00,29.23,29.94,2.4,13,4.1,285,1151,866
1,2010-08-02,84,67,76,3,67,70,0,11,446,1910,RA BR,0,M,0.0,  T,29.26,29.96,6.3,21,6.8,286,1150,864
1,2010-08-03,86,66,76,3,71,73,0,11,447,1909,TSRA RA BR,0,M,0.0,0.28,29.20,29.91,2.6,21,3.3,287,1149,862
1,2010-08-04,83,71,77,4,72,73,0,12,448,1908,TSRA RA BR,0,M,0.0,0.48,29.15,29.85,4.1,27,4.9,288,1148,860
1,2010-08-05,83,68,76,3,62,67,0,11,449,1907, ,0,M,0.0,0.00,29.13,29.84,10.6,29,10.9,289,1147,858
1,2010-08-06,82,64,73,0,59,64,0,8,450,1906, ,0,M,0.0,0.00,29.22,29.93,6.3,29,6.5,290,1146,856
1,2010-08-07,83,62,73,0,64,68,0,8,451,1904, ,0,M,0.0,0.00,29.20,29.92,7.6,23,8.0,291,1144,853
1,2010-08-08,87,69,78,5,67,70,0,13,452,1903,RA BR,0,M,0.0,0.08,29.13,29.86,9.3,22,9.9,292,1143,851
1,2010-08-09,88,72,80,7,71,74,0,15,453,1902,TS,0,M,0.0,0.15,29.20,29.90,4.1,24,7.1,293,1142,849
1,2010-08-10,89,75,82,9,71,74,0,17,454,1900, ,0,M,0.0,0.00,29.23,29.93,4.4,7,4.9,294,1140,846
1,2010-08-11,90,75,83,10,70,74,0,18,455,1859,BR,0,M,0.0,0.00,29.13,29.84,4.2,28,6.0,295,1139,844
1,2010-08-12,92,74,83,10,70,74,0,18,456,1858, ,0,M,0.0,0.00,29.13,29.83,3.3,10,5.7,296,1138,842
1,2010-08-13,92,73,83,10,70,74,0,18,457,1856,TS BR,0,M,0.0,0.25,29.07,29.78,7.2,18,7.6,297,1136,839
1,2010-08-14,88,72,80,8,69,73,0,15,458,1855, ,0,M,0.0,  T,29.11,29.82,3.6,25,5.0,298,1135,837
1,2010-08-15,83,66,75,3,62,67,0,10,459,1854, ,0,M,0.0,0.00,29.21,29.90,8.1,29,8.8,299,1134,835
1,2010-08-16,80,63,72,0,54,62,0,7,500,1852, ,0,M,0.0,0.00,29.31,30.01,8.6,28,9.3,300,1132,832
1,2010-08-17,79,64,72,0,57,63,0,7,501,1851,RA,0,M,0.0,0.03,29.36,30.07,4.5,30,6.1,301,1131,830
1,2010-08-18,84,63,74,2,61,66,0,9,502,1849,RA,0,M,0.0,0.05,29.29,30.02,1.5,20,3.5,302,1129,827
1,2010-08-19,88,66,77,6,65,69,0,12,503,1848, ,0,M,0.0,0.00,29.18,29.91,4.6,21,5.0,303,1128,825
1,2010-08-20,92,71,82,11,68,72,0,17,504,1846,RA,0,M,0.0,0.03,29.11,29.81,10.5,19,11.2,304,1126,822
1,2010-08-21,86,71,79,8,69,72,0,14,505,1845,RA BR,0,M,0.0,0.45,29.13,29.83,2.6,33,6.0,305,1125,820
1,2010-08-22,81,68,75,4,64,67,0,10,506,1843, ,0,M,0.0,0.00,29.35,30.05,7.9,3,8.5,306,1123,817
1,2010-08-23,80,65,73,2,63,67,0,8,508,1842, ,0,M,0.0,0.00,29.34,30.06,6.0,4,7.3,308,1122,814
1,2010-08-24,84,64,74,3,62,66,0,9,509,1840, ,0,M,0.0,  T,29.29,30.02,1.2,4,5.8,309,1120,811
1,2010-08-25,79,61,70,0,51,59,0,5,510,1839, ,0,M,0.0,0.00,29.38,30.08,9.8,32,10.3,310,1119,809
1,2010-08-26,79,59,69,-1,52,59,0,4,511,1837, ,0,M,0.0,0.00,29.44,30.16,0.8,6,5.2,311,1117,806
1,2010-08-27,86,59,73,3,56,63,0,8,512,1835, ,0,M,0.0,0.00,29.39,30.11,8.6,21,9.0,312,1115,803
1,2010-08-28,88,65,77,7,54,63,0,12,513,1834, ,0,M,0.0,0.00,29.36,30.08,10.5,19,10.8,313,1114,801
1,2010-08-29,94,71,83,13,66,71,0,18,514,1832, ,0,M,0.0,0.00,29.39,30.10,10.6,19,11.4,314,1112,798
1,2010-08-30,88,74,81,11,67,72,0,16,515,1831, ,0,M,0.0,0.00,29.39,30.13,14.1,19,14.5,315,1111,796
1,2010-08-31,93,75,84,15,68,73,0,19,516,1829, ,0,M,0.0,0.00,29.28,30.01,14.7,20,15.0,316,1109,793
1,2010-09-01,81,71,76,8,68,70,0,11,517,1827,RA,0,M,0.0,0.17,29.21,29.91,6.2,23,7.3,317,1107,790
1,2010-09-02,83,65,74,6,68,70,0,9,518,1826,RA BR,0,M,0.0,1.55,29.09,29.81,5.6,21,6.9,318,1106,788
1,2010-09-03,70,56,63,-5,52,57,2,0,519,1824, ,0,M,0.0,  T,29.11,29.82,15.3,28,15.7,319,1104,785
1,2010-09-04,68,51,60,-8,44,51,5,0,520,1822, ,0,M,0.0,  T,29.25,29.96,11.3,29,11.9,320,1102,782
1,2010-09-05,76,49,63,-4,50,56,2,0,521,1821,RA,0,M,0.0,  T,29.21,29.95,7.9,20,9.0,321,1101,780
1,2010-09-06,82,66,74,7,52,61,0,9,522,1819, ,0,M,0.0,  T,29.12,29.83,14.2,20,14.9,322,1099,777
1,2010-09-07,77,58,68,1,49,58,0,3,523,1817, ,0,M,0.0,0.00,29.21,29.90,17.4,25,18.8,323,1097,774
1,2010-09-08,71,51,61,-5,48,54,4,0,524,1815, ,0,M,0.0,0.00,29.39,30.09,3.9,32,6.5,324,1095,771
1,2010-09-09,67,50,59,-7,49,54,6,0,525,1814, ,0,M,0.0,0.00,29.36,30.09,5.7,3,6.5,325,1094,769
1,2010-09-10,72,55,64,-2,51,58,1,0,526,1812, ,0,M,0.0,0.00,29.24,29.98,8.3,9,9.4,326,1092,766
1,2010-09-11,75,58,67,2,55,59,0,2,527,1810,RA BR,0,M,0.0,0.24,29.15,29.87,1.9,24,9.4,327,1090,763
1,2010-09-12,83,54,69,4,51,59,0,4,528,1809, ,0,M,0.0,0.00,29.29,30.00,7.5,26,7.9,328,1089,761
1,2010-09-13,82,57,70,5,50,59,0,5,529,1807, ,0,M,0.0,0.00,29.29,30.01,4.9,31,6.1,329,1087,758
1,2010-09-14,77,54,66,2,49,57,0,1,530,1805, ,0,M,0.0,0.00,29.38,30.10,3.8,5,4.9,330,1085,755
1,2010-09-15,75,59,67,3,54,60,0,2,531,1803, ,0,M,0.0,  T,29.25,30.01,7.6,12,9.1,331,1083,752
1,2010-09-16,69,53,61,-3,56,59,4,0,532,1760,RA,0,M,0.0,0.16,29.19,29.88,6.6,33,11.4,332,1080,748
1,2010-09-17,74,49,62,-2,50,56,3,0,533,1758, ,0,M,0.0,0.00,29.36,30.07,3.8,19,4.5,333,1078,745
1,2010-09-18,65,58,62,-2,55,58,3,0,535,1756,TSRA BR,0,M,0.0,0.35,29.42,30.13,3.9,3,6.5,335,1076,741
1,2010-09-19,67,55,61,-2,49,55,4,0,536,1755,RA,0,M,0.0,  T,29.46,30.18,7.1,4,7.9,336,1075,739
1,2010-09-20,75,62,69,7,60,63,0,4,537,1753, ,0,M,0.0,  T,29.29,30.04,4.5,12,6.6,337,1073,736
1,2010-09-21,88,68,78,16,64,68,0,13,538,1751,TSRA RA,0,M,0.0,0.05,29.16,29.87,10.8,22,11.6,338,1071,733
1,2010-09-22,74,63,69,7,61,63,0,4,539,1749, ,0,M,0.0,0.00,29.31,30.02,2.8,6,6.0,339,1069,730
1,2010-09-23,89,65,77,16,62,68,0,12,540,1748, ,0,M,0.0,0.00,29.15,29.88,16.6,20,17.1,340,1068,728
1,2010-09-24,80,56,68,7,54,59,0,3,541,1746,RA BR,0,M,0.0,0.26,29.18,29.88,15.6,25,17.3,341,1066,725
1,2010-09-25,60,52,56,-5,43,49,9,0,542,1744, ,0,M,0.0,0.00,29.40,30.11,6.8,36,8.9,342,1064,722
1,2010-09-26,60,50,55,-5,45,49,10,0,543,1742,RA,0,M,0.0,  T,29.40,30.13,9.5,2,10.1,343,1062,719
1,2010-09-27,65,48,57,-3,45,50,8,0,544,1741, ,0,M,0.0,0.00,29.18,29.95,1.4,2,4.9,344,1061,717
1,2010-09-28,71,46,59,0,45,52,6,0,545,1739, ,0,M,0.0,0.00,29.07,29.80,2.5,2,3.7,345,1059,714
1,2010-09-29,75,52,64,5,48,55,1,0,546,1737, ,0,M,0.0,0.00,29.09,29.81,5.4,22,5.7,346,1057,711
1,2010-09-30,74,52,63,4,49,55,2,0,547,1735, ,0,M,0.0,0.00,29.23,29.93,8.3,36,9.3,347,1055,708
1,2010-10-01,73,48,61,3,44,52,4,0,548,1734,RA BR,0,M,0.0,0.08,29.31,30.04,4.2,29,6.2,348,1054,706
1,2010-10-02,57,45,51,-7,41,46,14,0,549,1732,RA,0,M,0.0,0.26,29.47,30.18,15.2,36,15.4,349,1052,703
1,2010-10-03,56,42,49,-8,39,44,16,0,550,1730,RA,0,M,0.0,0.08,29.64,30.36,10.3,1,11.3,350,1050,700
1,2010-10-04,60,38,49,-8,39,45,16,0,552,1729, ,0,M,0.0,0.00,29.65,30.38,2.4,2,3.6,352,1049,697
1,2010-10-05,68,39,54,-3,38,46,11,0,553,1727, ,0,M,0.0,0.00,29.59,30.33,1.3,32,3.5,353,1047,694
1,2010-10-06,78,46,62,6,44,53,3,0,554,1725, ,0,M,0.0,0.00,29.33,30.07,7.0,28,7.9,354,1045,691
1,2010-10-07,76,49,63,7,39,50,2,0,555,1724, ,0,M,0.0,0.00,29.36,30.08,5.8,30,6.2,355,1044,689
1,2010-10-08,79,48,64,8,40,52,1,0,556,1722, ,0,M,0.0,0.00,29.31,30.03,7.0,24,7.3,356,1042,686
1,2010-10-09,86,55,71,16,52,59,0,6,557,1720, ,0,M,0.0,0.00,29.25,29.98,2.5,24,3.6,357,1040,683
1,2010-10-10,84,57,71,16,50,59,0,6,558,1719, ,0,M,0.0,0.00,29.16,29.89,4.0,25,4.1,358,1039,681
1,2010-10-11,82,54,68,14,52,58,0,3,559,1717, ,0,M,0.0,0.00,29.12,29.83,2.2,3,4.0,359,1037,678
1,2010-10-12,76,52,64,10,54,58,1,0,600,1715, ,0,M,0.0,0.00,29.21,29.92,3.3,6,3.9,360,1035,675
1,2010-10-13,66,47,57,4,46,52,8,0,602,1714,TSRA RA,0,M,0.0,0.10,29.35,30.06,7.2,35,8.6,362,1034,672
1,2010-10-14,66,43,55,2,32,45,10,0,603,1712, ,0,M,0.0,0.00,29.21,29.96,7.2,27,9.2,363,1032,669
1,2010-10-15,63,44,54,1,41,47,11,0,604,1711, ,0,M,0.0,0.00,29.34,30.06,6.4,1,8.1,364,1031,667
1,2010-10-16,71,40,56,4,39,48,9,0,605,1709,BR,0,M,0.0,0.00,29.31,30.04,8.0,23,9.1,365,1029,664
1,2010-10-17,65,47,56,4,36,46,9,0,606,1707, ,0,M,0.0,0.00,29.35,30.08,3.7,1,5.4,366,1027,661
1,2010-10-18,61,43,52,1,40,47,13,0,607,1706, ,0,M,0.0,0.00,29.29,30.02,5.0,4,6.2,367,1026,659
1,2010-10-19,60,39,50,-1,35,43,15,0,608,1704, ,0,M,0.0,0.00,29.23,29.98,6.1,27,7.2,368,1024,656
1,2010-10-20,70,44,57,7,35,46,8,0,610,1703, ,0,M,0.0,  T,29.03,29.76,10.2,26,12.1,370,1023,653
1,2010-10-21,56,38,47,-3,30,40,18,0,611,1701, ,0,M,0.0,0.00,29.25,29.96,9.4,30,10.0,371,1021,650
1,2010-10-22,64,33,49,-1,31,42,16,0,612,1660, ,0,M,0.0,0.02,29.34,30.07,5.8,21,6.5,372,1020,648
1,2010-10-23,65,54,60,11,47,53,5,0,613,1658,RA BR,0,M,0.0,0.10,29.20,29.94,10.0,21,11.4,373,1018,645
1,2010-10-24,72,54,63,14,53,57,2,0,614,1657,RA BR,0,M,0.0,0.05,28.98,29.74,8.4,21,9.6,374,1017,643
1,2010-10-25,72,56,64,16,56,60,1,0,616,1656,BR,0,M,0.0,0.00,28.74,29.50,11.6,19,12.4,376,1016,640
1,2010-10-26,70,54,62,14,47,53,3,0,617,1654,RA BR,0,M,0.0,0.24,28.55,29.25,24.1,21,26.3,377,1014,637
1,2010-10-27,65,43,54,6,32,44,11,0,618,1653, ,0,M,0.0,0.00,28.92,29.59,21.8,24,23.2,378,1013,635
1,2010-10-28,46,39,43,-4,31,38,22,0,619,1651, ,0,M,0.0,  T,29.43,30.10,13.7,28,14.1,379,1011,632
1,2010-10-29,50,31,41,-6,27,36,24,0,620,1650, ,0,M,0.0,0.00,29.48,30.24,6.2,24,8.9,380,1010,630
1,2010-10-30,63,42,53,7,32,42,12,0,622,1649, ,0,M,0.0,0.00,29.14,29.88,6.5,25,13.3,382,1009,627
1,2010-10-31,52,36,44,-2,30,38,21,0,623,1647, ,0,M,0.0,0.00,29.49,30.20,5.8,1,6.9,383,1007,624
1,2011-05-01,63,47,55,2,37,47,10,0,448,1849, ,0,M,0.0,0.00,29.26,29.95,11.4,26,11.9,288,1129,841
1,2011-05-02,59,42,51,-3,31,42,14,0,447,1850, ,0,M,0.0,0.00,29.46,30.17,5.3,36,9.9,287,1130,843
1,2011-05-03,50,37,44,-10,31,38,21,0,446,1851,RA,0,M,0.0,  T,29.50,30.23,6.7,3,7.6,286,1131,845
1,2011-05-04,59,37,48,-6,29,40,17,0,444,1852, ,0,M,0.0,0.00,29.63,30.37,4.6,3,7.6,284,1132,848
1,2011-05-05,63,35,49,-6,40,46,16,0,443,1853,RA BR,0,M,0.0,0.06,29.33,30.12,10.9,20,11.5,283,1133,850
1,2011-05-06,68,44,56,1,39,48,9,0,442,1855,RA,0,M,0.0,  T,29.11,29.87,6.8,28,7.8,282,1135,853
1,2011-05-07,60,43,52,-3,44,48,13,0,441,1856, ,0,M,0.0,  T,29.13,29.85,5.1,5,6.9,281,1136,855
1,2011-05-08,68,39,54,-2,43,49,11,0,439,1857, ,0,M,0.0,0.00,29.27,29.98,6.6,6,7.2,279,1137,858
1,2011-05-09,73,47,60,4,45,53,5,0,438,1858,RA,0,M,0.0,  T,29.15,29.89,14.3,11,14.7,278,1138,860
1,2011-05-10,90,62,76,20,61,66,0,11,437,1859, ,0,M,0.0,0.00,29.00,29.72,6.2,14,8.6,277,1139,862
1,2011-05-11,87,63,75,18,66,68,0,10,436,1860,TS TSRA BR HZ,0,M,0.0,0.13,29.10,29.80,3.5,14,6.6,276,1140,864
1,2011-05-12,86,58,72,15,63,66,0,7,435,1901,TS TSRA BR,0,M,0.0,0.29,29.08,29.79,5.6,19,8.1,275,1141,866
1,2011-05-13,77,47,62,4,54,56,3,0,434,1902,RA BR,0,M,0.0,0.02,29.00,29.73,10.1,3,11.0,274,1142,868
1,2011-05-14,53,45,49,-9,47,48,16,0,433,1903,RA BR,0,M,0.0,0.31,29.01,29.73,16.7,2,16.9,273,1143,870
1,2011-05-15,46,41,44,-14,36,41,21,0,432,1904,RA BR,0,M,0.0,0.31,29.15,29.86,21.4,2,21.4,272,1144,872
1,2011-05-16,52,37,45,-14,30,40,20,0,431,1905, ,0,M,0.0,0.00,29.28,30.01,13.5,2,13.9,271,1145,874
1,2011-05-17,60,40,50,-9,33,43,15,0,430,1906, ,0,M,0.0,0.00,29.21,29.96,12.2,3,12.7,270,1146,876
1,2011-05-18,57,49,53,-7,48,49,12,0,429,1907,RA DZ BR,0,M,0.0,0.07,29.16,29.89,6.2,2,7.1,269,1147,878
1,2011-05-19,72,49,61,1,53,56,4,0,428,1908,BR HZ,0,M,0.0,0.00,29.29,30.00,3.6,2,5.8,268,1148,880
1,2011-05-20,73,50,62,1,54,57,3,0,427,1909,BR,0,M,0.0,0.00,29.30,30.03,5.5,6,6.0,267,1149,882
1,2011-05-21,75,50,63,2,59,62,2,0,426,1910,BR,0,M,0.0,0.01,29.13,29.87,7.0,15,8.1,266,1150,884
1,2011-05-22,87,61,74,13,60,64,0,9,425,1911,TSRA RA BR,0,M,  T,0.58,28.95,29.70,10.3,19,11.4,265,1151,886
1,2011-05-23,79,60,70,9,59,64,0,5,425,1912, ,0,M,0.0,  T,28.92,29.62,10.0,25,11.3,265,1152,887
1,2011-05-24,66,47,57,-5,47,51,8,0,424,1913, ,0,M,0.0,0.11,29.15,29.86,12.0,4,12.4,264,1153,889
1,2011-05-25,67,47,57,-5,52,53,8,0,423,1914,TSRA RA BR,0,M,0.0,2.24,28.92,29.67,10.7,3,11.7,263,1154,891
1,2011-05-26,49,43,46,-16,40,43,19,0,422,1915,RA BR,0,M,0.0,1.06,29.15,29.84,17.7,2,17.8,262,1155,893
1,2011-05-27,58,40,49,-13,41,46,16,0,422,1916,RA,0,M,0.0,  T,29.21,29.93,7.3,5,8.7,262,1156,894
1,2011-05-28,62,51,57,-6,55,55,8,0,421,1916,RA BR,0,M,0.0,0.12,29.10,29.83,6.0,18,6.7,261,1156,895
1,2011-05-29,70,52,61,-3,59,60,4,0,421,1917,TS RA FG+ FG BR,0,M,0.0,1.88,29.16,29.86,3.6,11,5.7,261,1157,896
1,2011-05-30,88,56,72,8,65,69,0,7,420,1918, ,0,M,0.0,0.00,29.26,29.97,12.4,20,12.8,260,1158,898
1,2011-05-31,85,69,77,13,64,68,0,12,420,1919,TS,0,M,0.0,0.08,29.34,30.04,12.4,22,13.2,260,1159,899
1,2011-06-01,81,59,70,6,49,59,0,5,419,1920, ,0,M,0.0,0.00,29.44,30.17,10.7,27,10.5,259,1160,901
1,2011-06-02,69,56,63,-1,44,53,2,0,419,1920,RA,0,M,0.0,0.02,29.45,30.19,9.0,6,9.4,259,1160,901
1,2011-06-03,87,55,71,7,62,67,0,6,418,1921, ,0,M,0.0,0.01,29.31,30.04,10.8,17,11.5,258,1161,903
1,2011-06-04,92,64,78,14,64,68,0,13,418,1922,TSRA,0,M,0.0,0.18,29.31,30.02,1.4,26,8.5,258,1162,904
1,2011-06-05,85,60,73,8,55,62,0,8,417,1923, ,0,M,0.0,  T,29.36,30.08,3.1,7,5.4,257,1163,906
1,2011-06-06,93,60,77,11,64,69,0,12,417,1923, ,0,M,0.0,0.00,29.15,29.89,8.5,20,9.7,257,1163,906
1,2011-06-07,96,75,86,20,65,72,0,21,417,1924, ,0,M,0.0,0.00,29.11,29.82,10.3,23,10.6,257,1164,907
1,2011-06-08,95,66,81,15,64,71,0,16,417,1925,TSRA,0,M,0.0,0.17,29.13,29.81,11.6,24,13.4,257,1165,908
1,2011-06-09,69,50,60,-6,52,55,5,0,416,1925,TSRA RA BR,0,M,  T,0.93,29.28,30.00,8.0,4,12.5,256,1165,909
1,2011-06-10,69,51,60,-7,56,57,5,0,416,1926,RA BR HZ,0,M,0.0,0.52,29.21,29.94,6.4,3,8.0,256,1166,910
