Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Daytime,Sunrise_min,Sunset_min
2,2010-06-13,73,61,67,M,61,63,0, 2,416,1927,RA BR HZ,M,M,M,0.25,29.32,29.97,3.6,7,4.6,911,256,1167
2,2010-06-14,72,61,67,M,61,63,0, 2,416,1928,RA BR HZ,M,M,M,0.01,29.28,29.92,5.5,5,6.5,912,256,1168
2,2010-06-15,79,61,70,M,65,67,0, 5,416,1928,RA BR HZ,M,M,M,0.88,29.23,29.88,3.2,20,6.3,912,256,1168
2,2010-06-16,86,65,76,M,60,65,0,11,416,1929, ,M,M,M,0.00,29.34,29.97,6.1,27,10.2,913,256,1169
2,2010-06-17,84,67,76,M,61,67,0,11,416,1929, ,M,M,M,0.00,29.36,30.00,4.4,14,6.9,913,256,1169
2,2010-06-18,91,66,79,M,66,69,0,14,416,1929,TS TSRA RA,M,M,M,0.66,29.24,29.91,6.2,22,9.6,913,256,1169
2,2010-06-19,86,66,76,M,60,66,0,11,416,1930, ,M,M,M,0.00,29.30,29.92,10.1,27,11.5,914,256,1170
2,2010-06-20,80,67,74,M,60,65,0, 9,416,1930, ,M,M,M,  T,29.40,30.02,4.4,8,5.2,914,256,1170
2,2010-06-21,85,68,77,M,66,69,0,12,416,1930,TSRA,M,M,M,0.40,29.31,29.96,4.4,17,7.0,914,256,1170
2,2010-06-22,86,70,78,M,68,71,0,13,417,1931, ,M,M,M,0.00,29.34,29.97,6.7,22,7.2,914,257,1171
2,2010-06-23,87,67,77,M,69,71,0,12,417,1931,TS TSRA RA BR HZ,M,M,M,1.23,29.23,29.89,9.3,22,11.5,914,257,1171
2,2010-06-24,81,65,73,M,59,65,0, 8,417,1931, ,M,M,M,0.00,29.38,30.01,2.3,36,8.1,914,257,1171
2,2010-06-25,84,66,75,M,61,66,0,10,417,1931, ,M,M,M,0.00,29.34,29.99,6.5,20,7.7,914,257,1171
2,2010-06-26,88,68,78,M,65,69,0,13,418,1931,TSRA RA BR,M,M,M,0.70,29.16,29.81,2.3,16,7.0,913,258,1171
2,2010-06-27,87,72,80,M,69,72,0,15,418,1931,BR,M,M,M,0.88,28.95,29.60,8.5,24,10.0,913,258,1171
2,2010-06-28,82,65,74,M,59,65,0, 9,419,1931, ,M,M,M,0.00,29.13,29.74,9.1,31,11.7,912,259,1171
2,2010-06-29,73,62,68,M,52,59,0, 3,419,1931, ,M,M,M,0.00,29.46,30.07,6.7,6,8.6,912,259,1171
2,2010-06-30,76,57,67,M,50,57,0, 2,419,1931, ,M,M,M,0.00,29.60,30.23,3.9,5,6.6,912,259,1171
2,2010-07-01,77,58,68,M,47,57,0, 3,420,1931, ,M,M,M,0.00,29.65,30.31,6.2,10,6.0,911,260,1171
2,2010-07-02,83,62,73,M,50,60,0, 8,420,1931, ,M,M,M,0.00,29.52,30.19,7.5,18,7.9,911,260,1171
2,2010-07-03,87,64,76,M,54,63,0,11,421,1931, ,M,M,M,0.00,29.36,30.02,8.1,20,8.4,910,261,1171
2,2010-07-04,92,72,82,M,65,71,0,17,422,1930, ,M,M,M,0.03,29.26,29.90,10.2,22,10.7,908,262,1170
2,2010-07-05,90,79,85,M,63,70,0,20,422,1930, ,M,M,M,0.00,29.26,29.88,13.0,20,13.3,908,262,1170
2,2010-07-06,91,75,83,M,68,72,0,18,423,1930,RA,M,M,M,0.04,29.33,29.95,9.0,23,10.2,907,263,1170
2,2010-07-07,94,72,83,M,69,73,0,18,423,1930, ,M,M,M,0.05,29.39,30.01,4.8,24,5.5,907,263,1170
2,2010-07-08,87,74,81,M,69,72,0,16,424,1929,RA BR,M,M,M,0.15,29.33,29.97,0.5,34,4.7,905,264,1169
2,2010-07-09,87,72,80,M,59,67,0,15,425,1929, ,M,M,M,  T,29.32,29.96,4.9,2,6.5,904,265,1169
2,2010-07-10,89,69,79,M,59,67,0,14,425,1929, ,M,M,M,0.01,29.29,29.93,4.1,27,7.1,904,265,1169
2,2010-07-11,85,67,76,M,62,67,0,11,426,1928,TSRA RA BR,M,M,M,0.77,29.13,29.79,6.4,21,6.7,902,266,1168
2,2010-07-12,84,65,75,M,64,68,0,10,427,1928,RA BR HZ,M,M,M,0.01,29.11,29.74,1.1,4,4.6,901,267,1168
2,2010-07-13,84,71,78,M,64,68,0,13,428,1927,RA,M,M,M,0.02,29.24,29.85,6.2,9,6.9,899,268,1167
2,2010-07-14,91,72,82,M,69,73,0,17,428,1927,BR HZ,M,M,M,0.00,29.31,29.94,8.6,18,9.2,899,268,1167
2,2010-07-15,92,73,83,M,69,73,0,18,429,1926, ,M,M,M,0.00,29.26,29.89,7.9,25,10.3,897,269,1166
2,2010-07-16,90,68,79,M,60,68,0,14,430,1925, ,M,M,M,0.00,29.29,29.93,6.6,25,7.9,895,270,1165
2,2010-07-17,92,71,82,M,64,70,0,17,431,1925, ,M,M,M,0.00,29.24,29.87,1.4,26,6.4,894,271,1165
2,2010-07-18,91,74,83,M,69,73,0,18,432,1924, ,M,M,M,0.29,29.16,29.80,7.1,24,9.2,892,272,1164
2,2010-07-19,84,72,78,M,66,70,0,13,433,1923,RA,M,M,M,  T,29.23,29.87,3.4,23,4.9,890,273,1163
2,2010-07-20,85,69,77,M,66,70,0,12,433,1923,HZ,M,M,M,0.00,29.26,29.90,7.0,23,7.9,890,273,1163
2,2010-07-21,90,73,82,M,66,71,0,17,434,1922, ,M,M,M,0.00,29.35,29.98,1.8,30,6.3,888,274,1162
2,2010-07-22,90,72,81,M,70,74,0,16,435,1921,RA,M,M,M,0.02,29.23,29.88,8.2,20,9.0,886,275,1161
2,2010-07-23,95,71,83,M,71,74,0,18,436,1920,TS TSRA RA BR,M,M,M,3.15,29.23,29.83,9.6,24,11.0,884,276,1160
2,2010-07-24,87,69,78,M,70,72,0,13,437,1919,TS TSRA RA FG BR,M,M,M,4.73,29.21,29.84,2.9,23,10.1,882,277,1159
2,2010-07-25,81,68,75,M,60,66,0,10,438,1918,BR,M,M,M,0.52,29.41,30.03,9.2,2,9.6,880,278,1158
2,2010-07-26,84,64,74,M,62,67,0, 9,439,1918, ,M,M,M,0.00,29.43,30.07,4.8,12,5.4,879,279,1158
2,2010-07-27,88,71,80,M,66,71,0,15,440,1917, ,M,M,M,0.00,29.34,29.99,6.0,21,6.7,877,280,1157
2,2010-07-28,91,77,84,M,71,75,0,19,441,1916,HZ,M,M,M,0.00,29.30,29.92,5.2,25,8.8,875,281,1156
2,2010-07-29,81,69,75,M,59,65,0,10,442,1915, ,M,M,M,0.00,29.41,30.05,6.1,6,7.8,873,282,1155
2,2010-07-30,79,71,75,M,59,65,0,10,443,1914,RA,M,M,M,  T,29.31,29.97,5.1,16,5.8,871,283,1154
2,2010-07-31,78,65,72,M,63,66,0, 7,444,1913,RA BR HZ,M,M,M,0.60,29.21,29.84,3.1,14,4.8,869,284,1153
2,2010-08-01,84,66,75,M,64,68,0,10,445,1911,BR HZ,M,M,M,0.00,29.29,29.93,2.2,11,3.9,866,285,1151
2,2010-08-02,84,70,77,M,66,70,0,12,446,1910,RA,M,M,M,0.08,29.31,29.94,5.4,21,6.2,864,286,1150
2,2010-08-03,87,65,76,M,70,73,0,11,447,1909,TSRA RA BR,M,M,M,1.60,29.24,29.89,2.3,20,3.6,862,287,1149
2,2010-08-04,81,71,76,M,71,73,0,11,448,1908,TSRA RA BR,M,M,M,0.57,29.21,29.83,3.6,26,4.2,860,288,1148
2,2010-08-05,84,68,76,M,62,67,0,11,449,1907, ,M,M,M,0.00,29.19,29.82,9.5,29,9.8,858,289,1147
2,2010-08-06,82,64,73,M,58,64,0, 8,450,1906, ,M,M,M,0.00,29.28,29.91,5.9,29,6.3,856,290,1146
2,2010-08-07,84,66,75,M,63,67,0,10,451,1904, ,M,M,M,0.00,29.26,29.91,7.1,23,7.5,853,291,1144
2,2010-08-08,87,71,79,M,66,70,0,14,452,1903, ,M,M,M,0.05,29.21,29.85,8.6,21,9.3,851,292,1143
2,2010-08-09,89,75,82,M,69,73,0,17,453,1902,HZ,M,M,M,  T,29.26,29.88,4.4,24,6.5,849,293,1142
2,2010-08-10,88,77,83,M,71,74,0,18,454,1900, ,M,M,M,0.00,29.28,29.91,5.5,8,5.9,846,294,1140
2,2010-08-11,90,77,84,M,69,74,0,19,455,1859,HZ,M,M,M,0.00,29.20,29.82,5.2,27,7.4,844,295,1139
2,2010-08-12,89,75,82,M,69,74,0,17,456,1858, ,M,M,M,0.00,29.18,29.81,3.3,8,5.7,842,296,1138
2,2010-08-13,93,72,83,M,70,74,0,18,457,1856,RA BR,M,M,M,0.66,29.13,29.76,7.4,17,9.0,839,297,1136
2,2010-08-14,88,72,80,M,68,72,0,15,458,1855, ,M,M,M,  T,29.18,29.80,2.8,22,4.2,837,298,1135
2,2010-08-15,84,67,76,M,62,68,0,11,459,1854, ,M,M,M,0.00,29.26,29.88,8.5,29,9.3,835,299,1134
2,2010-08-16,80,64,72,M,54,62,0, 7,500,1852, ,M,M,M,0.00,29.36,30.00,9.3,27,9.9,832,300,1132
2,2010-08-17,79,65,72,M,57,63,0, 7,501,1851,RA,M,M,M,0.03,29.41,30.05,3.8,28,6.0,830,301,1131
2,2010-08-18,83,64,74,M,60,65,0, 9,502,1849,RA,M,M,M,0.04,29.34,30.00,1.2,18,3.4,827,302,1129
2,2010-08-19,87,69,78,M,63,69,0,13,503,1848, ,M,M,M,0.00,29.24,29.89,4.6,21,5.5,825,303,1128
2,2010-08-20,93,75,84,M,66,71,0,19,504,1846,RA,M,M,M,  T,29.16,29.80,10.0,19,10.5,822,304,1126
2,2010-08-21,86,71,79,M,68,71,0,14,505,1845,RA BR,M,M,M,0.59,29.20,29.81,2.6,35,5.2,820,305,1125
2,2010-08-22,80,68,74,M,64,68,0, 9,506,1843, ,M,M,M,0.00,29.40,30.02,9.4,2,10.3,817,306,1123
2,2010-08-23,78,67,73,M,63,67,0, 8,508,1842, ,M,M,M,0.00,29.40,30.04,6.9,7,8.1,814,308,1122
2,2010-08-24,81,68,75,M,61,66,0,10,509,1840, ,M,M,M,  T,29.35,30.00,2.4,8,5.3,811,309,1120
2,2010-08-25,79,63,71,M,50,59,0, 6,510,1839, ,M,M,M,0.00,29.42,30.06,9.4,33,9.9,809,310,1119
2,2010-08-26,78,62,70,M,52,59,0, 5,511,1837, ,M,M,M,0.00,29.51,30.15,1.9,14,6.1,806,311,1117
2,2010-08-27,83,61,72,M,53,61,0, 7,512,1835, ,M,M,M,0.00,29.44,30.10,5.8,21,6.6,803,312,1115
2,2010-08-28,87,65,76,M,50,61,0,11,513,1834, ,M,M,M,0.00,29.42,30.06,7.6,18,7.8,801,313,1114
2,2010-08-29,93,72,83,M,63,69,0,18,514,1832, ,M,M,M,0.00,29.45,30.08,7.6,19,7.7,798,314,1112
2,2010-08-30,88,73,81,M,65,70,0,16,515,1831, ,M,M,M,0.00,29.49,30.12,10.2,19,10.5,796,315,1111
2,2010-08-31,92,75,84,M,67,72,0,19,516,1829, ,M,M,M,0.00,29.34,30.00,12.0,20,12.2,793,316,1109
2,2010-09-01,80,71,76,M,66,70,0,11,517,1827,RA BR,M,M,M,0.14,29.27,29.90,5.8,22,6.9,790,317,1107
2,2010-09-02,83,66,75,M,67,70,0,10,518,1826,TSRA RA BR,M,M,M,0.92,29.15,29.80,7.0,21,7.9,788,318,1106
2,2010-09-03,72,57,65,M,51,57,0, 0,519,1824, ,M,M,M,0.00,29.17,29.81,15.7,28,16.1,785,319,1104
2,2010-09-04,68,52,60,M,43,51,5, 0,520,1822,RA,M,M,M,  T,29.31,29.95,11.3,30,11.9,782,320,1102
2,2010-09-05,77,52,65,M,48,56,0, 0,521,1821, ,M,M,M,  T,29.28,29.95,7.2,20,8.0,780,321,1101
2,2010-09-06,84,68,76,M,50,60,0,11,522,1819, ,M,M,M,0.00,29.18,29.83,13.8,20,14.3,777,322,1099
2,2010-09-07,79,60,70,M,47,58,0, 5,523,1817, ,M,M,M,  T,29.28,29.89,16.2,25,17.2,774,323,1097
2,2010-09-08,71,53,62,M,47,54,3, 0,524,1815, ,M,M,M,0.00,29.44,30.08,3.7,34,7.8,771,324,1095
2,2010-09-09,68,53,61,M,49,55,4, 0,525,1814, ,M,M,M,0.00,29.42,30.08,5.2,4,6.9,769,325,1094
2,2010-09-10,72,59,66,M,50,57,0, 1,526,1812, ,M,M,M,0.00,29.29,29.96,9.9,10,11.0,766,326,1092
2,2010-09-11,75,59,67,M,54,59,0, 2,527,1810,RA BR,M,M,M,0.16,29.21,29.86,1.6,24,8.9,763,327,1090
2,2010-09-12,83,53,68,M,50,59,0, 3,528,1809, ,M,M,M,0.00,29.36,29.99,7.9,25,8.2,761,328,1089
2,2010-09-13,82,61,72,M,53,60,0, 7,529,1807, ,M,M,M,0.00,29.35,29.99,1.0,26,4.6,758,329,1087
2,2010-09-14,77,58,68,M,48,57,0, 3,530,1805, ,M,M,M,0.00,29.44,30.08,4.6,7,5.6,755,330,1085
2,2010-09-15,75,61,68,M,52,59,0, 3,531,1803,RA BR,M,M,M,0.04,29.31,30.00,7.4,12,8.5,752,331,1083
2,2010-09-16,70,57,64,M,55,59,1, 0,532,1760,BR HZ,M,M,M,0.03,29.24,29.87,7.4,33,12.9,748,332,1080
2,2010-09-17,74,51,63,M,49,56,2, 0,533,1758, ,M,M,M,0.00,29.42,30.06,3.9,19,4.8,745,333,1078
2,2010-09-18,66,60,63,M,55,58,2, 0,535,1756,TSRA RA,M,M,M,0.22,29.49,30.12,2.0,3,7.3,741,335,1076
2,2010-09-19,68,56,62,M,48,55,3, 0,536,1755,RA,M,M,M,0.01,29.51,30.17,7.4,4,8.4,739,336,1075
2,2010-09-20,77,63,70,M,60,64,0, 5,537,1753, ,M,M,M,  T,29.35,30.02,5.4,12,7.0,736,337,1073
2,2010-09-21,89,67,78,M,62,67,0,13,538,1751,TSRA RA,M,M,M,0.03,29.23,29.86,9.2,22,10.3,733,338,1071
2,2010-09-22,75,64,70,M,61,63,0, 5,539,1749,BR,M,M,M,0.00,29.38,30.01,1.8,8,5.2,730,339,1069
2,2010-09-23,90,66,78,M,61,68,0,13,540,1748,BR,M,M,M,0.00,29.21,29.87,14.5,21,14.9,728,340,1068
2,2010-09-24,79,57,68,M,53,59,0, 3,541,1746,RA BR,M,M,M,0.20,29.24,29.87,14.8,25,16.6,725,341,1066
2,2010-09-25,60,52,56,M,43,49,9, 0,542,1744,RA,M,M,M,  T,29.45,30.10,7.4,36,9.5,722,342,1064
2,2010-09-26,60,52,56,M,44,50,9, 0,543,1742,RA,M,M,M,0.05,29.45,30.12,11.2,2,11.8,719,343,1062
2,2010-09-27,63,49,56,M,46,50,9, 0,544,1741,RA HZ,M,M,M,0.01,29.24,29.95,0.6,7,2.7,717,344,1061
2,2010-09-28,70,46,58,M,44,51,7, 0,545,1739, ,M,M,M,0.00,29.13,29.79,2.1,6,3.7,714,345,1059
2,2010-09-29,76,50,63,M,45,54,2, 0,546,1737, ,M,M,M,0.00,29.15,29.81,5.1,21,5.5,711,346,1057
2,2010-09-30,75,53,64,M,49,55,1, 0,547,1735, ,M,M,M,0.00,29.29,29.91,8.3,1,10.1,708,347,1055
2,2010-10-01,74,49,62,M,43,52,3, 0,548,1734,RA,M,M,M,0.02,29.38,30.04,3.9,28,5.6,706,348,1054
2,2010-10-02,55,46,51,M,42,47,14, 0,549,1732,RA DZ,M,M,M,0.25,29.52,30.16,17.5,36,17.8,703,349,1052
2,2010-10-03,57,43,50,M,38,44,15, 0,550,1730,RA,M,M,M,0.01,29.68,30.35,9.7,36,11.0,700,350,1050
2,2010-10-04,59,41,50,M,39,45,15, 0,552,1729, ,M,M,M,0.00,29.70,30.38,2.0,3,4.4,697,352,1049
2,2010-10-05,66,40,53,M,37,46,12, 0,553,1727, ,M,M,M,0.00,29.65,30.34,0.7,36,2.7,694,353,1047
2,2010-10-06,78,45,62,M,43,52,3, 0,554,1725, ,M,M,M,0.00,29.39,30.08,6.7,27,7.3,691,354,1045
2,2010-10-07,76,49,63,M,40,51,2, 0,555,1724, ,M,M,M,0.00,29.42,30.08,2.9,31,4.5,689,355,1044
2,2010-10-08,79,49,64,M,37,51,1, 0,556,1722, ,M,M,M,0.00,29.37,30.03,7.0,24,7.1,686,356,1042
2,2010-10-09,87,56,72,M,49,59,0, 7,557,1720, ,M,M,M,0.00,29.31,29.97,3.9,24,4.2,683,357,1040
2,2010-10-10,84,59,72,M,50,59,0, 7,558,1719, ,M,M,M,0.00,29.23,29.88,3.7,25,3.9,681,358,1039
2,2010-10-11,81,57,69,M,53,59,0, 4,559,1717, ,M,M,M,0.00,29.18,29.82,1.5,34,4.3,678,359,1037
2,2010-10-12,76,54,65,M,54,59,0, 0,600,1715, ,M,M,M,0.00,29.26,29.91,3.1,6,5.0,675,360,1035
2,2010-10-13,63,48,56,M,48,53,9, 0,602,1714,TSRA,M,M,M,0.26,29.40,30.05,7.3,36,8.3,672,362,1034
2,2010-10-14,66,43,55,M,32,45,10, 0,603,1712, ,M,M,M,0.00,29.28,29.96,6.5,27,8.0,669,363,1032
2,2010-10-15,62,47,55,M,41,47,10, 0,604,1711, ,M,M,M,0.00,29.40,30.05,6.6,36,9.2,667,364,1031
2,2010-10-16,71,44,58,M,39,48,7, 0,605,1709, ,M,M,M,0.00,29.38,30.04,6.4,22,7.1,664,365,1029
2,2010-10-17,64,48,56,M,38,47,9, 0,606,1707, ,M,M,M,0.00,29.41,30.08,3.6,3,5.3,661,366,1027
2,2010-10-18,60,45,53,M,41,47,12, 0,607,1706, ,M,M,M,0.00,29.35,30.02,4.1,5,5.6,659,367,1026
2,2010-10-19,61,40,51,M,35,44,14, 0,608,1704, ,M,M,M,0.00,29.29,29.98,5.3,28,6.4,656,368,1024
2,2010-10-20,70,46,58,M,35,46,7, 0,610,1703, ,M,M,M,  T,29.09,29.77,9.9,26,12.2,653,370,1023
2,2010-10-21,56,41,49,M,29,40,16, 0,611,1701, ,M,M,M,0.00,29.31,29.96,8.5,30,8.8,650,371,1021
2,2010-10-22,65,37,51,M,29,42,14, 0,612,1660, ,M,M,M,0.01,29.41,30.08,4.9,21,5.1,648,372,1020
2,2010-10-23,67,54,61,M,43,52,4, 0,613,1658,TSRA RA BR,M,M,M,0.21,29.26,29.95,9.8,20,10.3,645,373,1018
2,2010-10-24,73,57,65,M,51,57,0, 0,614,1657,TSRA,M,M,M,1.01,29.05,29.74,7.7,20,8.5,643,374,1017
2,2010-10-25,72,57,65,M,56,60,0, 0,616,1656,BR,M,M,M,0.01,28.80,29.50,10.1,19,10.7,640,376,1016
2,2010-10-26,71,54,63,M,47,54,2, 0,617,1654,RA BR,M,M,M,0.40,28.63,29.23,19.2,21,21.4,637,377,1014
2,2010-10-27,65,43,54,M,31,45,11, 0,618,1653, ,M,M,M,0.00,29.00,29.60,20.8,25,22.1,635,378,1013
2,2010-10-28,46,39,43,M,30,38,22, 0,619,1651, ,M,M,M,0.00,29.49,30.12,14.9,28,15.2,632,379,1011
2,2010-10-29,50,33,42,M,26,36,23, 0,620,1650, ,M,M,M,0.00,29.55,30.25,5.3,24,7.0,630,380,1010
2,2010-10-30,63,41,52,M,32,42,13, 0,622,1649, ,M,M,M,0.00,29.21,29.90,6.1,24,13.3,627,382,1009
2,2010-10-31,52,39,46,M,31,40,19, 0,623,1647, ,M,M,M,0.00,29.55,30.20,9.0,3,9.9,624,383,1007
2,2011-05-01,64,52,58,M,37,48,7, 0,448,1849, ,M,M,M,0.00,29.32,29.94,11.2,26,11.6,841,288,1129
2,2011-05-02,60,43,52,M,31,42,13, 0,447,1850, ,M,M,M,0.00,29.52,30.16,4.6,36,9.9,843,287,1130
2,2011-05-03,51,38,45,M,30,38,20, 0,446,1851,DZ,M,M,M,  T,29.56,30.23,8.2,2,8.7,845,286,1131
2,2011-05-04,57,37,47,M,29,40,18, 0,444,1852, ,M,M,M,0.00,29.70,30.37,4.9,3,7.3,848,284,1132
2,2011-05-05,62,41,52,M,39,46,13, 0,443,1853,RA,M,M,M,0.10,29.40,30.13,10.4,19,10.9,850,283,1133
2,2011-05-06,69,45,57,M,39,49,8, 0,442,1855,BR,M,M,M,0.00,29.18,29.87,7.9,27,9.3,853,282,1135
2,2011-05-07,60,46,53,M,46,50,12, 0,441,1856, ,M,M,M,  T,29.18,29.84,5.3,5,7.9,855,281,1136
2,2011-05-08,68,44,56,M,44,50,9, 0,439,1857, ,M,M,M,0.00,29.33,29.97,6.9,6,7.8,858,279,1137
2,2011-05-09,74,51,63,M,46,55,2, 0,438,1858, ,M,M,M,  T,29.21,29.89,15.3,12,15.6,860,278,1138
2,2011-05-10,91,64,78,M,60,66,0,13,437,1859,HZ,M,M,M,0.00,29.06,29.71,7.3,17,8.6,862,277,1139
2,2011-05-11,88,67,78,M,65,69,0,13,436,1860,BR HZ,M,M,M,0.28,29.16,29.78,4.4,14,6.4,864,276,1140
2,2011-05-12,87,63,75,M,61,66,0,10,435,1901,TS BR HZ,M,M,M,0.02,29.13,29.78,4.3,19,7.4,866,275,1141
2,2011-05-13,77,47,62,M,54,57,3, 0,434,1902, ,M,M,M,0.01,29.07,29.71,10.5,1,11.5,868,274,1142
2,2011-05-14,51,46,49,M,46,47,16, 0,433,1903,RA DZ BR,M,M,M,0.43,29.05,29.72,17.0,1,17.2,870,273,1143
2,2011-05-15,48,42,45,M,38,42,20, 0,432,1904,RA BR,M,M,M,0.37,29.19,29.84,18.8,1,18.9,872,272,1144
2,2011-05-16,53,40,47,M,31,40,18, 0,431,1905, ,M,M,M,0.00,29.34,30.01,13.9,1,14.1,874,271,1145
2,2011-05-17,60,40,50,M,35,44,15, 0,430,1906, ,M,M,M,0.00,29.27,29.95,13.1,2,13.6,876,270,1146
2,2011-05-18,61,50,56,M,49,51,9, 0,429,1907,RA BR HZ,M,M,M,0.03,29.21,29.88,6.6,1,7.0,878,269,1147
2,2011-05-19,73,50,62,M,53,55,3, 0,428,1908,BR HZ VCFG,M,M,M,0.00,29.36,30.00,3.0,2,5.0,880,268,1148
2,2011-05-20,72,50,61,M,53,56,4, 0,427,1909,BR,M,M,M,0.00,29.36,30.03,5.4,7,6.2,882,267,1149
2,2011-05-21,76,51,64,M,59,62,1, 0,426,1910,HZ,M,M,M,  T,29.20,29.87,8.1,15,9.0,884,266,1150
2,2011-05-22,88,65,77,M,59,65,0,12,425,1911,TSRA,M,M,M,0.12,29.02,29.69,11.2,18,11.6,886,265,1151
2,2011-05-23,80,65,73,M,59,64,0, 8,425,1912, ,M,M,M,  T,28.98,29.61,11.3,24,12.5,887,265,1152
2,2011-05-24,69,48,59,M,47,53,6, 0,424,1913, ,M,M,M,0.01,29.21,29.84,11.1,3,11.5,889,264,1153
2,2011-05-25,75,49,62,M,53,55,3, 0,423,1914,TSRA RA BR,M,M,M,1.90,28.97,29.65,7.8,3,10.1,891,263,1154
2,2011-05-26,50,43,47,M,40,43,18, 0,422,1915,RA BR,M,M,M,0.61,29.19,29.83,18.8,1,18.9,893,262,1155
2,2011-05-27,58,42,50,M,41,46,15, 0,422,1916,RA,M,M,M,0.01,29.27,29.94,6.6,4,8.0,894,262,1156
2,2011-05-28,64,52,58,M,55,57,7, 0,421,1916,TSRA RA DZ BR HZ,M,M,M,0.23,29.16,29.83,4.4,18,5.8,895,261,1156
2,2011-05-29,72,57,65,M,60,61,0, 0,421,1917,TSRA RA FG+ BR,M,M,M,0.92,29.23,29.86,3.6,11,6.6,896,261,1157
2,2011-05-30,90,65,78,M,65,70,0,13,420,1918, ,M,M,M,0.00,29.33,29.96,11.2,19,11.6,898,260,1158
2,2011-05-31,88,69,79,M,65,70,0,14,420,1919,RA,M,M,M,  T,29.41,30.02,12.4,22,13.2,899,260,1159
2,2011-06-01,82,63,73,M,49,59,0, 8,419,1920, ,M,M,M,0.00,29.51,30.15,11.5,26,11.5,901,259,1160
2,2011-06-02,69,57,63,M,45,53,2, 0,419,1920,RA,M,M,M,  T,29.51,30.18,8.9,6,9.6,901,259,1160
2,2011-06-03,88,57,73,M,61,67,0, 8,418,1921,RA,M,M,M,0.18,29.37,30.03,10.0,16,10.6,903,258,1161
2,2011-06-04,91,67,79,M,64,69,0,14,418,1922, ,M,M,M,0.50,29.38,30.00,3.0,26,8.1,904,258,1162
2,2011-06-05,84,63,74,M,55,62,0, 9,417,1923, ,M,M,M,0.01,29.41,30.06,2.7,8,5.0,906,257,1163
2,2011-06-06,94,62,78,M,63,69,0,13,417,1923, ,M,M,M,0.00,29.22,29.88,7.8,20,8.6,906,257,1163
2,2011-06-07,96,77,87,M,64,72,0,22,417,1924, ,M,M,M,0.00,29.18,29.80,9.7,23,10.1,907,257,1164
2,2011-06-08,96,67,82,M,63,71,0,17,417,1925,TSRA BR,M,M,M,0.69,29.20,29.80,9.3,23,12.1,908,257,1165
2,2011-06-09,69,52,61,M,54,56,4, 0,416,1925,TSRA BR,M,M,M,2.17,29.34,29.98,7.0,4,12.0,909,256,1165
2,2011-06-10,71,51,61,M,56,58,4, 0,416,1926,TS TSRA BR HZ,M,M,M,0.44,29.26,29.92,6.1,1,7.5,910,256,1166
2,2011-06-11,65,53,59,M,54,56,6, 0,416,1926,TSRA RA DZ BR,M,M,M,0.10,29.29,29.94,5.4,2,5.8,910,256,1166
2,2011-06-12,64,51,58,M,45,52,7, 0,416,1927, ,M,M,M,0.00,29.44,30.09,9.4,2,9.9,911,256,1167
2,2011-06-13,71,56,64,M,43,53,1, 0,416,1927, ,M,M,M,0.00,29.44,30.11,8.0,6,8.7,911,256,1167
2,2011-06-14,77,58,68,M,49,57,0, 3,416,1928, ,M,M,M,0.00,29.31,30.00,7.8,9,8.3,912,256,1168
2,2011-06-15,72,57,65,M,59,62,0, 0,416,1928,TSRA RA BR,M,M,M,0.84,29.07,29.73,8.4,16,11.2,912,256,1168
2,2011-06-16,81,62,72,M,59,63,0, 7,416,1929,RA BR,M,M,M,0.03,29.12,29.75,6.6,26,9.1,913,256,1169
2,2011-06-17,82,64,73,M,60,65,0, 8,416,1929, ,M,M,M,0.00,29.18,29.81,5.3,7,6.2,913,256,1169
2,2011-06-18,83,63,73,M,62,66,0, 8,416,1929, ,M,M,M,0.00,29.16,29.80,4.5,8,6.4,913,256,1169
2,2011-06-19,83,65,74,M,65,69,0, 9,416,1930,BR,M,M,M,0.00,29.08,29.73,3.7,14,4.9,914,256,1170
2,2011-06-20,80,69,75,M,67,69,0,10,416,1930,TSRA BR,M,M,M,1.23,29.07,29.70,8.0,16,9.5,914,256,1170
2,2011-06-21,89,69,79,M,70,73,0,14,416,1930,TSRA RA BR,M,M,M,0.08,28.98,29.63,11.0,18,11.8,914,256,1170
2,2011-06-22,75,66,71,M,62,65,0, 6,417,1931, ,M,M,M,0.02,28.95,29.59,12.9,21,13.4,914,257,1171
2,2011-06-23,72,63,68,M,60,63,0, 3,417,1931,RA BR,M,M,M,0.05,28.96,29.60,12.6,26,13.5,914,257,1171
2,2011-06-24,68,60,64,M,55,59,1, 0,417,1931, ,M,M,M,0.00,29.13,29.76,8.5,29,8.7,914,257,1171
2,2011-06-25,78,61,70,M,52,60,0, 5,417,1931,RA,M,M,M,  T,29.28,29.91,3.9,9,5.8,914,257,1171
2,2011-06-26,80,64,72,M,53,61,0, 7,418,1931, ,M,M,M,0.00,29.28,29.93,6.5,9,7.0,913,258,1171
2,2011-06-27,80,67,74,M,64,67,0, 9,418,1931,RA BR,M,M,M,0.14,29.15,29.79,6.4,21,9.2,913,258,1171
2,2011-06-28,81,65,73,M,53,61,0, 8,419,1931, ,M,M,M,0.00,29.34,29.97,7.2,30,8.6,912,259,1171
